Timestamp,PM2.5,PM10,NO2,SO2,O3,CO,Temperature,Humidity,WindSpeed,Month,AQI
2023-01-01 00:00:00,104.90142459033699,167.88508194922204,31.203499153771713,20.40310604477084,34.28311151746661,1.5680330961236773,26.83490726748977,77.62254092306546,5.295175039185137,1,93.52689833588708
2023-01-01 01:00:00,85.85207096486447,79.48491379398229,37.204568950760695,18.89369892679775,50.32026580996996,1.3257028240867188,25.522807260547292,53.127306616598624,5.4289811204691265,1,69.36840708146673
2023-01-01 02:00:00,109.43065614302077,83.68542649577344,21.41413774370014,17.192530778544274,20.37738835057107,0.7896299025740157,18.767731193377664,56.0028390078947,3.1460725520757826,1,71.42660984369964
2023-01-01 03:00:00,135.69089569224076,152.57748290469624,46.955158192498565,18.189430287132026,22.76056592435587,1.401414455959596,31.735281625401566,68.87002020146393,6.595168394669752,1,102.9372004876571
2023-01-01 04:00:00,82.97539875829992,127.4908317522125,9.52833114836529,15.900861777484744,35.52347056528831,2.0409540343389594,21.28549535801673,60.86485722883739,3.9294310110081687,1,75.46477893198937
2023-01-01 05:00:00,82.97589129152458,112.24830042580321,44.55409482172029,16.510565286482127,19.515944449934885,1.1565559464309862,27.205232537899658,50.450276187607635,4.976817389319393,1,71.70856153082515
2023-01-01 06:00:00,137.37638446522175,169.60948747578436,29.54814471574838,16.105126155755237,11.492945815650081,1.710179729716633,20.26318258013274,69.9212447566881,2.5762340988462005,1,104.61537883433155
2023-01-01 07:00:00,113.02304187458726,137.31091590146752,40.02579814271594,14.999693771862232,17.59784260570368,1.4257944083985183,37.4096582158887,84.3145512766906,5.07978795519784,1,89.063995331285
2023-01-01 08:00:00,75.91576842195144,132.04583808868833,33.63840434292613,18.766869419156407,36.3592811732685,0.8527815157571752,31.62508531194976,75.87640440048261,5.380354963119094,1,71.59775827598554
2023-01-01 09:00:00,106.27680130757895,160.41331698944694,33.46034410910802,16.806410531001973,49.457962244882125,1.0986489848570595,21.12793242238811,80.34870573061339,5.072459900182965,1,91.73211773916087
2023-01-01 10:00:00,76.09746921562612,115.370749197201,35.54254476026521,10.596424844465211,49.770498015892386,1.2631412334872152,25.442302975134663,57.909338902669575,3.439374252537722,1,71.19691769320227
2023-01-01 11:00:00,76.0281073928923,191.1722404334296,38.090542890877785,17.644371927613268,63.81873148808637,0.6275151281639435,19.85386325921496,43.76047672992577,7.2558738659931405,1,85.6431584598642
2023-01-01 12:00:00,97.25886814698102,99.2661426939127,26.7116917341276,16.236235331896523,41.524976763562904,0.1,23.2200687874872,29.995887835070583,6.166880690794719,1,69.03965076724003
2023-01-01 13:00:00,32.601592660266064,155.62023358734143,40.34799130526236,18.057067344575493,43.54300768493242,0.5829622185604804,27.114731276335895,28.920435358084962,4.722198958756145,1,59.29170107311726
2023-01-01 14:00:00,38.25246502460902,185.91948070773395,19.155293764212164,14.478965431924857,36.243894444574835,0.1,29.225236607023234,56.94976600785732,4.703858469707836,1,60.93046220367219
2023-01-01 15:00:00,73.13137412277082,76.2854759183881,29.946694266738753,19.05870156883579,36.97260301395986,0.6242732866793719,18.80806707337321,67.6023933634521,3.5237094817884347,1,57.72614586447319
2023-01-01 16:00:00,59.61506638996728,116.6099281417545,38.35969924272277,14.692957245669215,71.2081799739282,0.14627772687627405,21.25721222473257,72.64623121508667,3.754354999268994,1,62.243469427087334
2023-01-01 17:00:00,99.42741997785821,174.54608832253678,39.950175796158895,18.619398433002722,43.920271558825476,1.4400543520375175,29.708826840433957,63.646414881978814,7.913709607379287,1,94.12695078444489
2023-01-01 18:00:00,62.75927773436367,175.13253736151,34.60788848261401,12.717642420247445,45.22411403641183,0.408701249633143,31.619564668188374,49.17583004422952,4.283355945026881,1,73.15908373227121
2023-01-01 19:00:00,47.63088895994125,123.31167158485867,26.066075620442643,13.063729729505237,22.823285456245504,1.2720540444766095,21.134364575518674,69.81749464572289,10.527827765731235,1,57.57357298497277
2023-01-01 20:00:00,133.96946306764661,101.34782734660249,38.96707778368703,18.010262616050625,46.15633412357602,1.3833010315867365,29.78427601024299,42.02770092255311,2.680706569224354,1,93.03557719582854
2023-01-01 21:00:00,83.22671098540393,167.28149707089972,23.306337608812466,13.341133031276279,49.87497968985197,1.3507543868450922,18.82203756582629,43.44380263649424,5.737549882871824,1,83.31831765600167
2023-01-01 22:00:00,92.02584614063773,176.1584150006826,47.51409073748911,26.028913473740808,56.65465191906799,0.1,23.512494724112756,69.19406576235409,5.452413573815736,1,87.93749160629586
2023-01-01 23:00:00,47.257554413596296,84.57812940801661,29.15329102500336,17.832224933895134,49.451267873522525,1.5613221977010965,19.277959890214113,41.50230332629909,5.072506157711356,1,54.7266015700396
2023-01-02 00:00:00,73.66851826424453,83.04736769031118,14.603743057940395,15.124617430771004,38.09892657874025,1.2101691830257362,22.971320436742246,48.52092132474734,1.8158445319912007,1,59.64064261853092
2023-01-02 01:00:00,93.32767769129597,138.78501059736038,18.05316531983448,19.099503883794245,37.45865030705187,1.402132870601217,34.54636143675937,45.33470522027596,2.2575460153825526,1,80.46252776605633
2023-01-02 02:00:00,55.470192677330914,154.54506470372678,30.436436368795874,12.596597950117417,38.91878981846646,1.9149381346018424,24.725495281547968,62.53703770145415,5.391144959722115,1,72.38878491686471
2023-01-02 03:00:00,101.27094055037016,118.33630567602786,31.398252713260533,19.61507409616509,41.60780565341355,1.397166068553367,23.590342664750132,68.8230826859786,2.951873904747066,1,81.99349358006742
2023-01-02 04:00:00,71.98083930243584,156.4924589793116,49.69656684951096,19.47617608331766,59.014756612092675,0.40867368452527664,22.176127982009525,69.20933719259274,7.418100361332757,1,77.43777423643071
2023-01-02 05:00:00,81.2491875062017,102.3046723333421,19.615006623857738,21.26767028889775,56.08959323801811,1.326641720424411,23.50090960696412,51.29529614384285,4.552050136600435,1,70.2717954175414
2023-01-02 06:00:00,71.9488016331181,47.52694963612432,30.39462199303931,12.795952343257113,51.29366430588671,0.24819155311051577,20.95746103196349,57.48233804168582,5.510013362263961,1,50.494023309894956
2023-01-02 07:00:00,145.56834553526812,113.46785817902875,19.405785929179434,8.886333729311275,70.43814970705446,0.9685171905811489,25.68401837114677,71.02604282580465,4.919094498488549,1,96.60681203583223
2023-01-02 08:00:00,89.59508325786199,132.46605371401097,25.073451467865965,11.949226803987258,5.0,0.7483856001099188,24.83703008979316,52.04437163758709,4.8636055439794825,1,71.52911244707519
2023-01-02 09:00:00,58.26867213132299,119.24224156403821,46.83972030069338,13.591847420136265,33.09912138510954,1.005075270180759,22.712961526827677,46.306291735442244,8.041555650055688,1,63.876348441869226
2023-01-02 10:00:00,114.67634736309566,84.81447271728008,18.636637768440092,23.336058004258774,39.830910713284254,0.245228914105997,22.273655618414168,50.376397129234874,7.168673446085904,1,73.17177059624458
2023-01-02 11:00:00,53.37469050086933,59.189689940726126,35.87042424067834,25.975060145638743,29.91655789058541,0.30281046181588733,25.914180795227182,50.88204411963632,5.308638986811979,1,45.67159193729656
2023-01-02 12:00:00,96.26590785014267,109.95053662965198,33.929073590143915,16.723311523219913,26.053739130214133,0.775323792490441,21.353373833923612,60.46046074705919,6.349911840925706,1,73.74015553230464
2023-01-02 13:00:00,31.20989628360673,165.00857509434002,29.758285736417914,15.046953040092996,14.242605394551894,0.888738446307679,23.799323700796265,59.59688939642937,7.346228373187701,1,57.32206446777627
2023-01-02 14:00:00,50.15441853304708,178.99170013713362,35.19436623191738,13.250460847628945,35.33007081873606,0.7871024605593072,22.743907009532276,57.488766547062085,3.8043486432309668,1,69.9328278448662
2023-01-02 15:00:00,95.90583707607371,176.32082198139977,18.399796180567115,19.123451751054336,53.41040580762747,1.7252262490096055,13.969519253484037,47.99854344920098,1.89007635156391,1,92.26598565471072
2023-01-02 16:00:00,112.15399739986232,98.17952812920645,46.56322507803557,25.94290695995759,51.6090451345641,1.2118210622288137,29.300458492813156,46.01609797540189,6.10604117017112,1,85.29628886808779
2023-01-02 17:00:00,95.14104843569912,85.0054533784158,49.24845495123521,23.929254455941358,28.718051706389474,1.1980957298796908,15.83674131956837,69.7379181091154,7.491958571784075,1,73.69998755827963
2023-01-02 18:00:00,86.53055152835279,149.36874998421592,30.471046977593133,20.689883063029168,43.3036761779753,0.8088438293189932,,65.14724593876221,1.570633466375341,1,79.50020272551869
2023-01-02 19:00:00,80.96688913232134,154.7689004523191,54.231061306135544,20.61651265556928,60.363997228241374,0.3040840801597492,29.476684612107636,53.477754994616134,3.7873693499248198,1,81.0936663284925
2023-01-02 20:00:00,45.644340288977176,145.6066146028194,26.009720684500795,19.161549431270572,17.19899431982151,0.9979396075795134,19.45767675184206,59.14674546074265,4.517176484320162,1,59.90626955183665
